Trial_number,Chosen_castle,Chosen_location,Correct_location,Accuracy,Number_of_doors,RT,Current_orientation,Current_color,Current_size,First_feature,Second_feature,Third_feature,Participant_size,Participant_orientation,Participant_number,Participant_gender,Early_exit,Training_time,Meta_trial,Participant_age
39,1,1,1,1,2,1.0843553999993674,-7.0,20,0.30000000000000004,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,0,18
40,1,1,1,1,2,1.4344162999996115,-83.5,17,0.30000000000000004,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,0,18
41,1,0,0,1,2,1.7673991999999998,51.5,11,0.26,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,0,18
42,1,0,1,0,2,1.667182799999864,33.5,16,0.26,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,0,18
43,1,1,1,1,2,1.3089987999992445,-20.5,16,0.42000000000000004,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,1,18
44,1,0,0,1,2,2.683722400000079,51.5,3,0.1,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,0,18
45,1,1,0,0,2,2.167147600000135,-52.0,5,0.18000000000000002,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,0,18
46,1,1,0,0,2,1.4077536999993754,-43.0,9,0.3400000000000001,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,1,18
47,1,0,0,1,2,1.5904158000003008,47.0,8,0.38,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,1,18
48,1,0,0,1,2,1.4506688000001304,69.5,4,0.26,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,0,18
49,1,1,0,0,2,2.067147899999327,-25.0,4,0.22000000000000003,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,0,18
50,1,0,1,0,2,1.807795900000201,11.0,15,0.26,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,1,18
51,1,0,0,1,2,9.324753500000043,15.5,4,0.30000000000000004,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,1,18
52,1,1,1,1,2,1.9009443999993891,-29.5,14,0.42000000000000004,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,0,18
53,1,1,1,1,2,2.3680530000001454,-88.0,15,0.22000000000000003,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,0,18
54,1,1,1,1,2,2.9335111999998844,74.0,18,0.14,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,0,18
55,1,0,0,1,2,2.7338192999995954,87.5,7,0.38,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,0,18
56,1,0,0,1,2,3.982571100000314,87.5,3,0.14,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,0,18
57,1,0,0,1,2,1.8504968000006556,-34.0,5,0.18000000000000002,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,0,18
